sampno,vehno,vehicle_num,num_hh_vehicles,veh_year,veh_make,veh_make_other,veh_make_clean,veh_model,veh_model_other,veh_model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
193227,193227.v03,3,3,2014,MINI, ,MINI,,,,1,1,2,2, ,0,0,0,0,2, ,2016, ,100, ,1,100,1,30,20,1,1,193227.p01, , , , , , , , , , , , 
193230,193230.v01,1,2,2009,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,1,1, ,0,0,0,0,1, ,2009, ,15000, ,2, ,2, ,29,3,1,193230.p01, , , , , , , , , , , , 
193237,193237.v01,1,1,2010,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,1, ,2011, ,8000, ,2, ,2, ,24,3,1,193237.p01, , , , , , , , , , , , 
193236,193236.v01,1,1,2008,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,3, ,2018,5,12000, ,2, ,2, ,35,5,1,193236.p01, , , , , , , , , , , , 
193245,193245.v01,1,1,2003,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2003, ,2500, ,2, ,2, ,30,4,2,193245.p02, , , , , , , , , , , , 
193249,193249.v01,1,1,2013,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,1, ,2013, ,20000, ,2, ,2, ,100,3,1,193249.p01, , , , , , , , , , , , 
193247,193247.v01,1,2,2010,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2010, ,10000, ,2, ,2, ,24,3,1,193247.p01, , , , , , , , , , , , 
193255,193255.v02,2,3,2005,FORD, ,FORD,,,,1,1,1,1, ,0,0,0,0,1, ,2005, ,3000, ,2, ,2, ,22,3,2,193255.p02, , , , , , , , , , , , 
193259,193259.v01,1,2,1991,VOLVO, ,VOLVO,,,,1,1,2,2, ,0,0,0,0,1, ,1991, ,8000, ,2, ,2, ,25,3,1,193259.p01, , , , , , , , , , , , 
193261,193261.v01,1,2,1999,FORD, ,FORD,,,,8,8,12,12, ,0,0,0,0,1, ,1999, ,1500, ,2, ,2, ,22,5,1,193261.p01, , , , , , , , , , , , 
193258,193258.v01,1,1,2018,CHEVROLET, ,CHEVROLET,,,,1,1,6,6, ,0,0,0,0,1, ,2018,1,10000, ,2, ,2, ,25,4,1,193258.p01, , , , , , , , , , , , 
193260,193260.v02,2,2,2018,FORD, ,FORD,,,,1,1,6,6, ,0,0,0,0,2, ,2018,10,9000, ,2, ,2, ,32,3,1,193260.p01, , , , , , , , , , , , 
193265,193265.v02,2,3,1988,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,1, ,1988, ,1200, ,2, ,2, ,28,4,1,193265.p01, , , , , , , , , , , , 
193264,193264.v01,1,2,2019,ALFA ROMEO, ,ALFA ROMEO,,,,1,1,3,3, ,0,0,0,0,2, ,2019,2,800, ,1,100,1,300,20,1,1,193264.p01, , , , , , , , , , , , 
193277,193277.v02,2,2,2001,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2001, ,14000, ,2, ,2, ,30,3,1,193277.p01, , , , , , , , , , , , 
193447,193447.v01,1,3,2009,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,6000, ,2, ,2, ,23,3,1,193447.p01, , , , , , , , , , , , 
193270,193270.v01,1,2,2016,CHEVROLET, ,CHEVROLET,,,,1,1,3,3, ,0,0,0,0,1, ,2016, ,2000, ,2, ,2, ,26,5,2,193270.p02, , , , , , , , , , , , 
193274,193274.v01,1,2,2004,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,1, ,2003, ,5000, ,2, ,2, ,15,1,1,193274.p01, , , , , , , , , , , , 
193276,193276.v01,1,2,2013,DODGE, ,DODGE,,,,1,1,6,6, ,0,0,0,0,3, ,2018,1,35000, ,2, ,2, ,30,4,3,193276.p03, , , , , , , , , , , , 
193291,193291.v01,1,1,2018,CHRYSLER, ,CHRYSLER,,,,3,3,11,11, ,0,1,0,0,1, ,2018,8,12000,50,2, ,2, ,32,3,1,193291.p01, , , , , , , , , , , , 
193284,193284.v02,2,2,2005,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,1,1, ,0,0,0,0,3, ,2016, ,6000, ,2, ,2, ,20,3,2,193284.p02, , , , , , , , , , , , 
193285,193285.v01,1,1,2018,MASERATI, ,MASERATI,,,,1,1,4,4, ,0,0,0,0,2, ,2018,10,2600, ,2, ,2, ,12,3,1,193285.p01, , , , , , , , , , , , 
193286,193286.v01,1,1,2014,NISSAN, ,NISSAN,,,,1,1,7,7, ,0,0,0,0,3, ,2017, ,10000, ,2, ,2, ,17,3,1,193286.p01, , , , , , , , , , , , 
193297,193297.v01,1,1,2007,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,3, ,2017, ,12000, ,2, ,2, ,25,2,2,193297.p02, , , , , , , , , , , , 
193301,193301.v01,1,1,2016,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,5000, ,2, ,2, ,28,6,1,193301.p01, , , , , , , , , , , , 
193306,193306.v01,1,1,2004,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,5000, ,2, ,2, ,22,1,1,193306.p01, , , , , , , , , , , , 
193319,193319.v01,1,1,2005,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2018,12,10000, ,2, ,2, ,18,3,1,193319.p01, , , , , , , , , , , , 
193320,193320.v01,1,1,2000,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,2, ,2001, ,300, ,2, ,2, ,21,3,1,193320.p01, , , , , , , , , , , , 
193598,193598.v03,3,3,2008,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,1, ,2008, ,8000, ,2, ,2, ,34,3,3,193598.p03, , , , , , , , , , , , 
193331,193331.v01,1,1,2006,ACURA, ,ACURA,,,,1,1,1,1, ,0,0,0,0,2, ,2005, ,3000, ,2, ,2, ,12,3,1,193331.p01, , , , , , , , , , , , 
193328,193328.v01,1,1,2008,SUBARU, ,SUBARU,,,,1,1,7,7, ,0,0,0,0,1, ,2007, ,15000, ,2, ,2, ,24,3,1,193328.p01, , , , , , , , , , , , 
193333,193333.v01,1,1,2002,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,1, ,2002, ,4900, ,2, ,2, ,18,6,1,193333.p01, , , , , , , , , , , , 
193335,193335.v01,1,1,2015,NISSAN, ,NISSAN,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,6000, ,2, ,2, ,35,3,1,193335.p01, , , , , , , , , , , , 
193337,193337.v02,2,3,2012,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,10000, ,2, ,2, ,30,3,1,193337.p01, , , , , , , , , , , , 
193340,193340.v02,2,2,2014,DODGE, ,DODGE,,,,1,1,3,1,3,0,0,0,0,3, ,2018,10,10000, ,2, ,2, ,24,1,2,193340.p02, , , , , , , , , , , , 
193338,193338.v01,1,2,2004,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2004, ,12000, ,2, ,1,1600,20,3,1,193338.p01, , , , , , , , , , , , 
193356,193356.v01,1,1,1980,FORD, ,FORD,,,,1,1,13,13,3,0,0,0,0,3, ,1988, ,3000, ,2, ,2, ,13,6,1,193356.p01, , , , , , , , , , , , 
193342,193342.v02,2,3,2013,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2013, ,5000, ,1,3000,2, ,18,2,1,193342.p01, , , , , , , , , , , , 
193344,193344.v03,3,3,2009,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2016, ,17000, ,2, ,2, ,15,3,3,193344.p03, , , , , , , , , , , , 
193346,193346.v01,1,1,1992,BMW, ,BMW,,,,1,1,1,1, ,0,0,0,0,3, ,2004, ,6000, ,2, ,2, ,20,2,1,193346.p01, , , , , , , , , , , , 
193357,193357.v01,1,2,2015,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2015, ,15000, ,2, ,2, ,45,6,1,193357.p01, , , , , , , , , , , , 
193347,193347.v02,2,2,2007,HONDA, ,HONDA,,,,2,2,2,2, ,1,0,0,0,3, ,2012, ,3000, ,2, ,2, ,60,4,1,193347.p01, , , , , , , , , , , , 
193354,193354.v01,1,1,2002,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2002, ,10000, ,2, ,2, ,25,3,1,193354.p01, , , , , , , , , , , , 
193363,193363.v01,1,2,1995,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,4, ,2010, ,15000, ,2, ,2, ,26,3,1,193363.p01, , , , , , , , , , , , 
193364,193364.v01,1,1,2019,SUBARU, ,SUBARU,,,,1,1,4,4, ,0,0,0,0,1, ,2019,5,7000, ,2, ,2, ,29,5,2,193364.p02, , , , , , , , , , , , 
193368,193368.v02,2,3,2003,MITSUBISHI, ,MITSUBISHI,,,,1,1,7,7, ,0,0,0,0,6, ,2019,1,5000, ,2, ,2, ,27,6,1,193368.p01, , , , , , , , , , , , 
193369,193369.v01,1,2,2014,RAM, ,RAM,,,,1,1,13,13, ,0,0,0,0,3, ,2017, ,10000, ,2, ,2, ,15,4,1,193369.p01, , , , , , , , , , , , 
193382,193382.v01,1,2,2012,CHEVROLET, ,CHEVROLET,,,,1,1,6,6, ,0,0,0,0,1, ,2011, ,10000, ,2, ,2, ,17,4,2,193382.p02, , , , , , , , , , , , 
193390,193390.v02,2,4,2011,TOYOTA, ,TOYOTA,,,,1,1,6,6, ,0,0,0,0,3, ,2018,2,12000, ,2, ,2, ,24,4,3,193390.p03, , , , , , , , , , , , 
193371,193371.v02,2,2,2015,SCION, ,SCION,,,,1,1,1,1, ,0,0,0,0,1, ,2015, ,15000, ,2, ,2, ,30,3,2,193371.p02, , , , , , , , , , , , 
193419,193419.v02,2,3,2002,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2002, ,5000, ,2, ,2, ,28,3,1,193419.p01, , , , , , , , , , , , 
193567,193567.v01,1,2,2019,LINCOLN, ,LINCOLN,,,,2,2,3,3, ,1,0,0,0,2, ,2019,2,10000, ,2, ,2, ,40,3,1,193567.p01, , , , , , , , , , , , 
193389,193389.v01,1,1,2010,CADILLAC, ,CADILLAC,,,,1,1,3,3, ,0,0,0,0,1, ,2009, ,2500, ,2, ,2, ,16,2,1,193389.p01, , , , , , , , , , , , 
193398,193398.v02,2,2,2015,JEEP, ,JEEP,,,,1,1,7,7, ,0,0,0,0,3, ,2019,4,4000, ,2, ,2, ,15,6,2,193398.p02, , , , , , , , , , , , 
193405,193405.v01,1,2,2019,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,1, ,2019,1,10000, ,2, ,2, ,27,5,2,193405.p02, , , , , , , , , , , , 
193407,193407.v01,1,2,2007,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2007, ,3000, ,2, ,2, ,25,2,1,193407.p01, , , , , , , , , , , , 
193402,193402.v02,2,2,2013,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,13000, ,2, ,2, ,25,3,2,193402.p02, , , , , , , , , , , , 
193393,193393.v01,1,1,2009,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,3, ,2010, ,11000, ,2, ,2, ,30,3,1,193393.p01, , , , , , , , , , , , 
193424,193424.v02,2,4,2015,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,10000, ,2, ,2, ,30,6,3,193424.p03, , , , , , , , , , , , 
193386,193386.v02,2,4,2017,ALFA ROMEO, ,ALFA ROMEO,,,,1,1,2,2, ,0,0,0,0,6, ,2019,1,1, ,2, ,2, ,1,1,1,193386.p01, , , , , , , , , , , , 
193392,193392.v01,1,2,1999,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,1999, ,3000, ,2, ,2, ,15,3,1,193392.p01, , , , , , , , , , , , 
193400,193400.v01,1,3,2019,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2019,6,5000, ,2, ,2, ,40,5,2,193400.p02, , , , , , , , , , , , 
193395,193395.v01,1,1,2008,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2010, ,10000, ,2, ,2, ,40,3,1,193395.p01, , , , , , , , , , , , 
193414,193414.v02,2,2,2017,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,1, ,2017, ,3500, ,2, ,2, ,35,5,2,193414.p02, , , , , , , , , , , , 
193432,193432.v02,2,3,2009,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,1, ,2009, ,25000, ,2, ,2, ,26,2,1,193432.p01, , , , , , , , , , , , 
193422,193422.v02,2,2,2001,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,1, ,2001, ,7500, ,2, ,2, ,15,1,1,193422.p01, , , , , , , , , , , , 
193425,193425.v01,1,1,2015,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,15000, ,2, ,2, ,26,2,1,193425.p01, , , , , , , , , , , , 
193415,193415.v01,1,1,2010,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,5000, ,2, ,2, ,15,3,2,193415.p02, , , , , , , , , , , , 
193418,193418.v02,2,3,2013,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,14000, ,2, ,2, ,23,2,2,193418.p02, , , , , , , , , , , , 
193416,193416.v01,1,1,2019,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,1, ,2019,1,220, ,1,2,1,2,2,1,1,193416.p01, , , , , , , , , , , , 
193430,193430.v01,1,2,2016,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2016, ,8000, ,2, ,2, ,54,3,1,193430.p01, , , , , , , , , , , , 
193438,193438.v02,2,3,2010,DODGE, ,DODGE,,,,4,4,13,13, ,0,0,0,0,1, ,2010, ,20000, ,2, ,2, ,15,6,2,193438.p02, , , , , , , , , , , , 
193523,193523.v02,2,3,2013,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2019,1,12000, ,2, ,2, ,28,6,1,193523.p01, , , , , , , , , , , , 
193435,193435.v01,1,1,2015,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,5,5, ,0,0,0,0,1, ,2015, ,5000, ,2, ,2, ,40,3,1,193435.p01, , , , , , , , , , , , 
193455,193455.v01,1,4,2001,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,3, ,2015, ,10000, ,2, ,2, ,26,2,1,193455.p01, , , , , , , , , , , , 
193459,193459.v03,3,3,2005,MAZDA, ,MAZDA,,,,1,1,1,1, ,0,0,0,0,1, ,2005, ,2500, ,2, ,2, ,18,6,1,193459.p01, , , , , , , , , , , , 
193451,193451.v03,3,3,2017,GMC, ,GMC,,,,1,1,8,8, ,0,0,0,0,1, ,2018,1,8000, ,2, ,2, ,26,4,2,193451.p02, , , , , , , , , , , , 
193455,193455.v04,4,4,1998,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,6, ,2017, ,5000, ,2, ,2, ,24,6,3,193455.p03, , , , , , , , , , , , 
193442,193442.v01,1,2,2018,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,1, ,2018,4,20000, ,2, ,2, ,30,4,2,193442.p02, , , , , , , , , , , , 
193457,193457.v01,1,2,2015,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2015, ,9000, ,2, ,2, ,26,2,2,193457.p02, , , , , , , , , , , , 
193450,193450.v02,2,2,2012,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,4000, ,2, ,2, ,16,3,1,193450.p01, , , , , , , , , , , , 
193449,193449.v03,3,3,1999,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,3, ,2016, ,6000, ,2, ,2, ,30,3,1,193449.p01, , , , , , , , , , , , 
193468,193468.v01,1,2,2008,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,3, ,2013, ,15000, ,2, ,2, ,18,1,1,193468.p01, , , , , , , , , , , , 
193464,193464.v01,1,2,2013,CADILLAC, ,CADILLAC,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,7500, ,2, ,2, ,17,3,1,193464.p01, , , , , , , , , , , , 
193470,193470.v01,1,2,2011,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,3, ,2017, ,7500, ,2, ,2, ,22,2,1,193470.p01, , , , , , , , , , , , 
193488,193488.v01,1,1,2015,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,3, ,2016, ,4000, ,2, ,2, ,50,5,1,193488.p01, , , , , , , , , , , , 
193473,193473.v02,2,5,2002,FORD, ,FORD,,,,1,1,2,2, ,0,0,0,0,6, ,2006, ,12000, ,2, ,2, ,25,7,1,193473.p01, , , , , , , , , , , , 
193480,193480.v01,1,2,2013,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,3000, ,2, ,2, ,20,3,1,193480.p01, , , , , , , , , , , , 
193473,193473.v05,5,5,2013,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,3, ,2014, ,12000, ,2, ,2, ,30,7,2,193473.p02, , , , , , , , , , , , 
193471,193471.v01,1,1,2005,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,1, ,2005, ,8000, ,2, ,2, ,18,1,3,193471.p03, , , , , , , , , , , , 
193477,193477.v02,2,2,2013,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2013, ,12000, ,2, ,2, ,32,5,1,193477.p01, , , , , , , , , , , , 
193483,193483.v01,1,1,2002,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,3, ,2004, ,9000, ,2, ,2, ,21,2,1,193483.p01, , , , , , , , , , , , 
193499,193499.v02,2,2,2001,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2001, ,7000, ,2, ,2, ,23,3,2,193499.p02, , , , , , , , , , , , 
193495,193495.v01,1,1,2012,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2012, ,11000, ,2, ,2, ,33,1,1,193495.p01, , , , , , , , , , , , 
193492,193492.v01,1,2,2003,MERCURY, ,MERCURY,,,,1,1,3,3, ,0,0,0,0,3, ,2004, ,1200, ,2, ,2, ,25,2,1,193492.p01, , , , , , , , , , , , 
193491,193491.v02,2,3,1998,FORD, ,FORD,,,,1,1,9,9, ,0,0,0,0,3, ,2005, ,8000, ,2, ,2, ,10,6,3,193491.p03, , , , , , , , , , , , 
193507,193507.v03,3,5,1980,DODGE, ,DODGE,,,,1,1,4,3,3,0,0,0,0,3, ,2002, ,100, ,2, ,2, ,15,6,2,193507.p02, , , , , , , , , , , , 
193493,193493.v01,1,1,2011,SCION, ,SCION,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,12000, ,2, ,2, ,37,3,1,193493.p01, , , , , , , , , , , , 
193525,193525.v02,2,5,2017,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,3, ,2018,5,5000, ,2, ,2, ,24,5,5,193525.p05, , , , , , , , , , , , 
193500,193500.v01,1,1,2018,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,1, ,2018,7,7000, ,2, ,2, ,27,4,1,193500.p01, , , , , , , , , , , , 
193512,193512.v01,1,1,2015,JEEP, ,JEEP,,,,1,1,7,7, ,0,0,0,0,3, ,2016, ,9000, ,2, ,2, ,20,2,1,193512.p01, , , , , , , , , , , , 
193517,193517.v02,2,2,2007,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,2, ,2007, ,3500, ,2, ,2, ,24,1,1,193517.p01, , , , , , , , , , , , 
193529,193529.v01,1,1,2004,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,5000, ,2, ,2, ,29,2,2,193529.p02, , , , , , , , , , , , 
193526,193526.v01,1,2,2012,VOLVO, ,VOLVO,,,,1,1,2,2, ,0,0,0,0,1, ,2012, ,15000, ,2, ,2, ,18,3,2,193526.p02, , , , , , , , , , , , 
193534,193534.v02,2,2,2007,MITSUBISHI, ,MITSUBISHI,,,,1,1,3,3, ,0,0,0,0,1, ,2007, ,14000, ,2, ,2, ,24,1,2,193534.p02, , , , , , , , , , , , 
193515,193515.v01,1,3,2011,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,3, ,2012, ,12000, ,2, ,2, ,28,3,1,193515.p01, , , , , , , , , , , , 
193571,193571.v02,2,3,1993,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,1, ,1993, ,3000, ,2, ,2, ,17,3,2,193571.p02, , , , , , , , , , , , 
193527,193527.v02,2,2,2012,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,20000, ,2, ,2, ,35,6,2,193527.p02, , , , , , , , , , , , 
193522,193522.v03,3,3,2014,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,3, ,2017, ,20000, ,2, ,2, ,15,5,2,193522.p02, , , , , , , , , , , , 
193528,193528.v01,1,2,2001,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2000, ,12000, ,2, ,2, ,19,2,1,193528.p01, , , , , , , , , , , , 
193547,193547.v02,2,3,2013,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2013, ,3500, ,2, ,2, ,42,3,2,193547.p02, , , , , , , , , , , , 
193554,193554.v01,1,5,2006,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2008, ,10000, ,2, ,1,10000,13,1,1,193554.p01, , , , , , , , , , , , 
193554,193554.v04,4,5,2006,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,1, ,2006, ,12000, ,2, ,2, ,16,1,3,193554.p03, , , , , , , , , , , , 
193581,193581.v01,1,4,2017,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,15000, ,2, ,2, ,30,5,1,193581.p01, , , , , , , , , , , , 
193681,193681.v02,2,2,2001,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2012, ,6000, ,2, ,2, ,12,2,2,193681.p02, , , , , , , , , , , , 
193539,193539.v03,3,3,2012,Other,BMC, ,,,,1,1,1,1,4,0,0,0,0,3, ,2012, ,2000, ,2, ,2, ,21,6,1,193539.p01, , , , , , , , , , , , 
193549,193549.v01,1,2,2007,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,6, ,2011, ,8000, ,2, ,2, ,42,3,1,193549.p01, , , , , , , , , , , , 
193545,193545.v01,1,2,2007,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,3, ,2007, ,5000, ,2, ,2, ,23,6,1,193545.p01, , , , , , , , , , , , 
193569,193569.v03,3,5,2008,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,3, ,2009, ,1500, ,2, ,2, ,20,3,2,193569.p02, , , , , , , , , , , , 
193568,193568.v02,2,2,2001,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2001, ,2000, ,2, ,2, ,25,2,1,193568.p01, , , , , , , , , , , , 
193565,193565.v01,1,2,2005,BUICK, ,BUICK,,,,1,1,4,4, ,0,0,0,0,6, ,2016, ,20000, ,2, ,2, ,30,3,2,193565.p02, , , , , , , , , , , , 
193573,193573.v02,2,2,2012,CADILLAC, ,CADILLAC,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,11000, ,2, ,2, ,17,2,1,193573.p01, , , , , , , , , , , , 
193792,193792.v01,1,2,2014,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,2,2, ,0,0,0,0,3, ,2018,4,10000, ,2, ,2, ,28,3,1,193792.p01, , , , , , , , , , , , 
193588,193588.v01,1,1,1980,CADILLAC, ,CADILLAC,,,,1,1,4,3,3,0,0,0,0,3, ,2019,1,100000, ,2, ,2, ,20,6,1,193588.p01, , , , , , , , , , , , 
193583,193583.v02,2,2,2011,DODGE, ,DODGE,,,,4,4,11,11,1,0,0,0,0,3, ,2015, ,10000, ,2, ,2, ,25,6,2,193583.p02, , , , , , , , , , , , 
193582,193582.v01,1,2,2018,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,1, ,2018,12,3500, ,2, ,2, ,18,4,1,193582.p01, , , , , , , , , , , , 
193587,193587.v01,1,2,2014,MAZDA, ,MAZDA,,,,1,1,5,5, ,0,0,0,0,1, ,2014, ,10000, ,2, ,2, ,30,4,1,193587.p01, , , , , , , , , , , , 
193589,193589.v01,1,2,2017,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2017, ,10000, ,2, ,2, ,35,4,1,193589.p01, , , , , , , , , , , , 
193605,193605.v02,2,2,2003,DODGE, ,DODGE,,,,1,1,10,10, ,0,0,0,0,3, ,2017, ,14000, ,2, ,2, ,20,2,2,193605.p02, , , , , , , , , , , , 
193631,193631.v01,1,2,2010,GMC, ,GMC,,,,1,1,13,13, ,0,0,0,0,1, ,2012, ,1000, ,2, ,2, ,16,1,2,193631.p02, , , , , , , , , , , , 
193617,193617.v01,1,3,2016,MAZDA, ,MAZDA,,,,1,1,1,1, ,0,0,0,0,1, ,2016, ,500, ,2, ,2, ,30,1,1,193617.p01, , , , , , , , , , , , 
193604,193604.v01,1,1,2019,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2019,5,2500, ,2, ,2, ,35,4,1,193604.p01, , , , , , , , , , , , 
193613,193613.v02,2,2,2013,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,5000, ,2, ,2, ,22,3,1,193613.p01, , , , , , , , , , , , 
193641,193641.v01,1,2,2007,VOLVO, ,VOLVO,,,,1,1,3,3, ,0,0,0,0,1, ,2007, ,7500, ,2, ,2, ,25,2,2,193641.p02, , , , , , , , , , , , 
193624,193624.v01,1,1,2005,BUICK, ,BUICK,,,,1,1,4,4, ,0,0,0,0,3, ,2015, ,5000, ,2, ,2, ,21,4,1,193624.p01, , , , , , , , , , , , 
193616,193616.v02,2,2,2018,LEXUS, ,LEXUS,,,,1,1,5,5, ,0,0,0,0,1, ,2018,12,3500, ,2, ,2, ,22,4,1,193616.p01, , , , , , , , , , , , 
193647,193647.v02,2,3,2012,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,3, ,2018,9,5000, ,2, ,2, ,18,3,4,193647.p04, , , , , , , , , , , , 
193652,193652.v01,1,1,2017,HYUNDAI, ,HYUNDAI,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,6000, ,2, ,2, ,22,3,1,193652.p01, , , , , , , , , , , , 
193630,193630.v02,2,2,2016,CHEVROLET, ,CHEVROLET,,,,1,1,4,4, ,0,0,0,0,1, ,2016, ,5000, ,2, ,2, ,25,4,2,193630.p02, , , , , , , , , , , , 
